dataset_source,session_id,turn_id,user_query,ability_domain,task_type,query_style,followup_type,emotion_tone,expected_memory_decision,expected_scope_behavior,difficulty,notes,quality_flag,source_batch,label_source,confidence,manual_reviewed,active_sections,scope_pred,topic_overlap,context_sim,tv_distance
generated_sessions,R0016,1,口語表達只有單字，報告說有「語法結構發展遲緩」？,口語表達,C 臨床觀察,直述型,NA,憂心,REFRESH,解釋語法結構發展與單字量的關係,Medium,語言發展階段,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0016,2,他現在三歲半還不會說句子，真的太慢了嗎？,口語表達,B 分數解讀,追問型,里程碑對照,焦急,STAY,對照三歲半語言發展指標,Low,發展常模比對,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0016,3,我們要模仿他說話，還是要糾正他？,口語表達,E 居家訓練,追問型,引導技巧,困惑,HYBRID,說明「擴展」與「延伸」的正確語言引導,Medium,居家引導技巧,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0016,4,擴展句子要從幾個字開始練？,口語表達,E 居家訓練,追問型,具體步驟,積極,STAY,給予結構化的語言練習建議(1-2-3字),Low,教學細節,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0017,1,情緒行為評估提到「衝動控制不佳」，這是過動症嗎？,情緒行為與社會適應功能,C 臨床觀察,疑問型,NA,擔憂,REFRESH,區分衝動行為與ADHD診斷的差異,High,診斷鑑別說明,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0017,2,他在餐廳待不住、亂跑，這就是衝動嗎？,情緒行為與社會適應功能,C 臨床觀察,追問型,行為具體化,挫折,STAY,分析餐廳行為背後的衝動或感統因素,Medium,行為分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0017,3,這麼小可以做心理治療嗎？,情緒行為與社會適應功能,E 居家訓練,追問型,介入年齡,疑惑,HYBRID,介紹幼兒遊戲治療或行為規範訓練,Medium,介入方案介紹,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0017,4,學校老師反應他會推人，要怎麼處理？,情緒行為與社會適應功能,C 臨床觀察,追問型,危機處理,焦慮,HYBRID,提供親師合作與行為介入策略,Medium,社交衝突處理,task_normalized:情緒行為->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0018,1,吞嚥評估說舌頭側移能力不好，這會影響咀嚼嗎？,吞嚥功能,C 臨床觀察,疑問型,NA,認真,REFRESH,解釋舌頭運動對咀嚼效率的影響,Medium,功能性連結,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0018,2,他吃飯總是含著不吞，是因為舌頭問題嗎？,吞嚥功能,C 臨床觀察,追問型,原因連結,困惑,STAY,分析含飯行為的多元原因(動作/感統/行為),Medium,症狀原因分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0018,3,有什麼口腔運動可以練舌頭側移？,口腔動作,E 居家訓練,追問型,居家練習,積極,HYBRID,示範具體舌頭運動(如舔嘴角遊戲),Low,居家運動,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0018,4,這種練習要每天做嗎？要做多久？,口腔動作,E 居家訓練,追問型,頻率規範,務實,STAY,給予口腔運動的頻率建議,Low,練習規範,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0019,1,報告寫認知PR 10，這是不是表示他要讀特教班？,認知功能,B 分數解讀,疑問型,NA,極度焦慮,REFRESH,解釋早療階段PR值與國小安置的非絕對關係,High,學歷安置說明,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0019,2,特教班和普通班轉介的標準是什麼？,認知功能,L 後續追蹤,追問型,轉銜標準,平靜,HYBRID,說明國小鑑定安置流程與標準,Medium,行政轉銜諮詢,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0019,3,如果現在加強訓練，分數會進步嗎？,認知功能,N 進步查詢,追問型,介入成效,期待,HYBRID,說明大腦可塑性與早期介入的效益,Medium,預後樂觀度,task_normalized:進步查詢->N 進步查詢,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0019,4,下一次評估是什麼時候？,認知功能,L 後續追蹤,追問型,時程規劃,謹慎,HYBRID,建議半年至一年的重新評估時程,Low,追蹤安排,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0020,1,能力剖面顯示「發展不均衡」，這在早療常見嗎？,整體概況,D 能力剖面,疑問型,NA,困惑,REFRESH,解釋發展不均衡(異質性)的意義,Medium,剖面特徵解釋,task_normalized:能力剖面->D 能力剖面,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0020,2,他的口語很好但動作很差，這樣會有什麼問題？,整體概況,D 能力剖面,追問型,能力落差,擔憂,STAY,說明優勢能力如何輔助弱勢能力,Medium,優弱勢分析,task_normalized:能力剖面->D 能力剖面,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0020,3,教學上應該先補弱，還是先發揮優點？,整體概況,E 居家訓練,追問型,策略優先順序,思考,HYBRID,探討截長補短與適性發展的策略,High,教學策略選擇,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0020,4,這種孩子進國小會比較辛苦嗎？,整體概況,L 後續追蹤,追問型,環境適應,憂慮,HYBRID,評估發展不均對學校生活的多重影響,Medium,學齡適應預判,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0021,1,報告說精細動作有「雙手協調」問題，是指左右手配合不好？,精細動作,C 臨床觀察,直述型,NA,好奇,REFRESH,解釋雙手協調(Bilateral Coordination)定義,Low,概念解釋,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0021,2,他不會自己扣鈕扣、拉拉鍊，跟這有關嗎？,精細動作,C 臨床觀察,追問型,生活應用,領悟,STAY,連結雙手協調與自理動作,Low,功能連結,domain_normalized:生活自理->精細動作;task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0021,3,玩穿珠珠或剪紙能練習雙手協調嗎？,精細動作,E 居家訓練,追問型,活動確認,積極,HYBRID,推薦適合發展雙手協調的活動,Low,活動推薦,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0021,4,大約練多久能學會自己穿衣服？,生活自理,N 進步查詢,追問型,成效預估,期待,HYBRID,提供自理能力習得的合理預期時間,Medium,成效預期,task_normalized:進步查詢->N 進步查詢,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0022,1,社會適應PR只有3，是不是有自閉症的傾向？,情緒行為與社會適應功能,B 分數解讀,疑問型,NA,恐懼,REFRESH,說明社會適應分數與自閉症診斷的區別,High,診斷澄清,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0022,2,他不太跟人眼神接觸，報告也有寫到這點？,情緒行為與社會適應功能,C 臨床觀察,追問型,症狀比對,憂慮,STAY,分析眼神接觸在社交溝通中的意義,High,臨床徵兆解釋,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0022,3,如果要做自閉症確診，要看哪一科？,情緒行為與社會適應功能,L 後續追蹤,追問型,轉介門診,焦急,HYBRID,指引兒童心智科或復健科確診流程,Low,門診指引,domain_normalized:整體概況->情緒行為與社會適應功能;task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0022,4,早期發現對自閉症的幫助大嗎？,情緒行為與社會適應功能,E 居家訓練,追問型,早期介入效益,期待,HYBRID,強調自閉症早期行為介入的重要性,Medium,教育效益說明,domain_normalized:整體概況->情緒行為與社會適應功能;task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0023,1,口語理解評估提到「無法執行兩步驟指令」，家裡要怎麼練？,口語理解,C 臨床觀察,疑問型,NA,認真,REFRESH,分解兩步驟指令的教學步驟,Medium,教學分解建議,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0023,2,是他聽不懂指令的意思，還是記不住？,口語理解,C 臨床觀察,追問型,原因剖析,反思,STAY,區分語言理解與工作記憶的問題,High,機制分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0023,3,我們說話是不是要縮短句子？,口語表達,E 居家訓練,追問型,溝通調整,嘗試,HYBRID,建議減少指令長度與增加關鍵字,Low,溝通策略,domain_normalized:口語理解->口語表達;task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0023,4,如果練會了，這對他的認知分數有幫助嗎？,認知功能,N 進步查詢,追問型,跨域成效,期待,HYBRID,說明指令遵循對認知發展的關聯性,Medium,跨領域成效,task_normalized:進步查詢->N 進步查詢,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0024,1,感覺統合說他有「前庭覺尋求」，所以才一直轉圈圈？,感覺統合,C 臨床觀察,感嘆型,NA,驚訝,REFRESH,解釋前庭覺尋求行為及其生理需求,Medium,行為功能解釋,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0024,2,這樣轉不會頭暈嗎？對大腦有害嗎？,感覺統合,C 臨床觀察,追問型,生理影響,擔心,STAY,說明感統異常者的耐受度與安全性,Medium,生理機制說明,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0024,3,家裡可以買彈跳床給他發洩嗎？,感覺統合,E 居家訓練,追問型,設備購買,積極,HYBRID,評估彈跳床的使用時機與安全建議,Medium,居家設備諮詢,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0024,4,如果不讓他轉，他會發脾氣，該怎麼辦？,感覺統合,C 臨床觀察,追問型,行為替代,無助,HYBRID,提供替代性前庭刺激活動減少衝突,Medium,行為替代方案,task_normalized:情緒行為->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0025,1,口語表達評估說有「代名詞反轉」，我叫他「你」他也會說自己是「你」？,口語表達,C 臨床觀察,直述型,NA,困惑,REFRESH,解釋代名詞反轉及其常見發展階段,Medium,語言發展特徵,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0025,2,這跟認知發展有關，還是只是學說話的習慣？,口語表達,D 能力剖面,追問型,原因釐清,思考,STAY,分析自我意識與語言結構對代名詞的影響,Medium,機制探討,task_normalized:能力剖面->D 能力剖面,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0025,3,要一直糾正他嗎？「我是我，你是你」這樣教？,口語表達,E 居家訓練,追問型,教學方式,挫折,HYBRID,建議透過遊戲角色演練正確代名詞,Medium,教學引導,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0025,4,這會隨著年紀增長自動修正嗎？,口語表達,N 進步查詢,追問型,病程預估,好奇,HYBRID,說明代名詞修正的預期年齡,Medium,發展時程,task_normalized:進步查詢->N 進步查詢,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0026,1,粗大動作寫到「軀幹穩定性不足」，這是指核心肌群沒力嗎？,粗大動作,C 臨床觀察,直述型,NA,認真,REFRESH,解釋軀幹穩定性與核心肌群的關係,Medium,專業概念轉譯,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0026,2,這會影響他坐著看書的專注力嗎？,認知功能,C 臨床觀察,追問型,跨域影響,領悟,STAY,說明姿勢穩定度與靜態活動耐力的關聯,Medium,專注力影響,domain_normalized:整體概況->認知功能;task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0026,3,除了跑步，還有什麼運動可以練軀幹？,粗大動作,E 居家訓練,追問型,運動選擇,主動,HYBRID,推薦皮拉提斯球、爬行等核心活動,Low,運動建議,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0026,4,物理治療師說要做「誘發」，家長可以幫忙做嗎？,粗大動作,E 居家訓練,追問型,家長參與,積極,HYBRID,說明專業誘發技巧與家長配合的角色,Medium,專業分工說明,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0027,1,生活自理分數很低，但我看他在家都會自己收玩具啊？,生活自理,B 分數解讀,疑問型,NA,不解,REFRESH,解釋測驗環境與居家觀察的表現差異,Medium,表現差異解釋,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0027,2,是因為他在醫院太緊張才表現不好嗎？,整體概況,C 臨床觀察,追問型,因素分析,懷疑,STAY,分析情境壓力對評估準確性的影響,Medium,環境因素分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0027,3,那這份報告的分數還準嗎？,整體概況,B 分數解讀,追問型,效度確認,焦慮,STAY,解釋綜合判斷而非單一分數的重要性,Medium,效度評估,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0027,4,我們可以提供在家拍的影片給醫生參考嗎？,整體概況,L 後續追蹤,追問型,補充資料,主動,HYBRID,鼓勵以居家影片作為輔助評估工具,Low,輔助資料建議,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0028,1,情緒行為部分提到「固著行為」，是指他一定要走同一條路這件事嗎？,情緒行為與社會適應功能,C 臨床觀察,疑問型,NA,恍然大悟,REFRESH,確認並定義彈性不足與固著行為,Medium,症狀確認,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0028,2,如果不照他的意思做，他就大哭，這要怎麼教？,情緒行為與社會適應功能,C 臨床觀察,追問型,行為管理,挫折,STAY,提供結構化提示與預告的策略,Medium,教養策略,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0028,3,固著性強的孩子，以後會很難適應小學生活嗎？,情緒行為與社會適應功能,L 後續追蹤,追問型,環境適應,憂心,STAY,評估固著行為對團體規範適應的衝擊,High,適應風險預判,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0028,4,有什麼心理諮商可以增加他的彈性？,情緒行為與社會適應功能,E 居家訓練,追問型,方案詢問,求助,HYBRID,介紹遊戲治療或認知行為介入,Medium,介入方案,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0029,1,認知評估寫「視覺辨識」有困難，是指他看不清楚嗎？,認知功能,C 臨床觀察,疑問型,NA,困惑,REFRESH,區分視力與視覺辨識(Visual Discrimination),Medium,概念辨析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0029,2,這會影響他學習認字或寫字嗎？,認知功能,C 臨床觀察,追問型,學習影響,擔憂,STAY,說明視覺辨識對文字學習的重要性,Medium,學業影響說明,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0029,3,玩「找找看」遊戲有助於改善這個嗎？,認知功能,E 居家訓練,追問型,活動確認,積極,HYBRID,評估視覺搜尋類遊戲的訓練效果,Low,居家介入,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0029,4,如果還是沒進步，要去看視知覺復健嗎？,認知功能,E 居家訓練,追問型,專科轉介,謹慎,HYBRID,說明視知覺訓練的專業介入管道,Medium,轉介建議,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0030,1,整體概況提到「疑似遲緩」，為什麼不能直接確診？,整體概況,A 報告總覽,疑問型,NA,困惑,REFRESH,解釋「疑似」在臨床上的謹慎保留與觀察期,Medium,術語解釋,task_normalized:報告總覽->A 報告總覽,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0030,2,是因為孩子年紀太小嗎？,整體概況,A 報告總覽,追問型,原因探討,好奇,STAY,說明年齡對診斷穩定性的影響,Low,診斷機制,task_normalized:報告總覽->A 報告總覽,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0030,3,這會影響我們排隊等早療課程的資格嗎？,整體概況,L 後續追蹤,追問型,資源權益,焦慮,HYBRID,說明疑似遲緩報告與療育補助的關聯,Medium,權益諮詢,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0030,4,半年後再評估，如果還是疑似，要怎麼辦？,整體概況,L 後續追蹤,追問型,未來規劃,不安全感,HYBRID,說明長期追蹤與滾動式修正療育目標,Medium,追蹤策略,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0031,1,精細動作提到「掌內操弄」不佳，這是什麼專業術語？,精細動作,C 臨床觀察,直述型,NA,困惑,REFRESH,解釋掌內操弄(In-hand Manipulation)的定義,Medium,術語轉譯,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0031,2,這就是為什麼他拿錢幣投不進存錢筒的原因嗎？,精細動作,C 臨床觀察,追問型,現象連結,領悟,STAY,連結掌內操弄與具體生活動作,Low,功能連結,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0031,3,練習把東西藏在手掌心有用嗎？,精細動作,E 居家訓練,追問型,訓練方式,積極,HYBRID,確認掌內移動與藏物遊戲的訓練效果,Low,練習建議,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0031,4,職能治療會教這個嗎？,精細動作,E 居家訓練,追問型,介入內容,好奇,HYBRID,說明OT在精細動作控制上的介入範疇,Low,專業分工,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0032,1,口腔動作評估說他「流口水」嚴重，都三歲了正常嗎？,口腔動作,C 臨床觀察,疑問型,NA,尷尬,REFRESH,分析三歲流口水的生理與動作控制原因,Medium,異常判別,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0032,2,是因為肌肉力量不足還是感覺遲鈍？,口腔動作,C 臨床觀察,追問型,原因辨析,求知,STAY,區分肌力與感覺回饋對口水控制的影響,High,機制分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0032,3,嚼硬的食物會有幫助嗎？,吞嚥功能,E 居家訓練,追問型,居家練習,嘗試,HYBRID,探討咀嚼活動對增加口腔張力的效益,Medium,介入建議,domain_normalized:口腔動作->吞嚥功能;task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0032,4,這跟他說話不清楚有關係嗎？,口語表達,口語表達,追問型,跨域連結,擔憂,STAY,解釋口部肌張力與構音清晰度的關聯,Medium,跨域關聯,domain_normalized:口腔動作->口語表達,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0033,1,口語理解得分PR 50，表達卻PR 5，落差這麼大要看哪一科？,口語理解,D 能力剖面,疑問型,NA,焦慮,REFRESH,說明理解與表達不對稱時的醫療掛科建議,Medium,轉介指引,domain_normalized:口語表達->口語理解;task_normalized:能力剖面->D 能力剖面,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0033,2,這代表他其實很聰明，只是說不出來？,認知功能,D 能力剖面,追問型,潛能評估,期待,STAY,解釋語言不對稱與認知潛能的關係,Medium,能力分析,task_normalized:能力剖面->D 能力剖面,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0033,3,有可能是「發展性語言障礙」嗎？,口語表達,B 分數解讀,追問型,診斷諮詢,恐懼,STAY,初步介紹發展性語言障礙(DLD)的概念,High,診斷科普,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0033,4,這種孩子在學校會被老師誤會不聽話嗎？,口語理解,C 臨床觀察,追問型,環境適應,憂心,HYBRID,提醒老師理解其表達困境避免誤判,Medium,校園適應建議,task_normalized:情緒行為->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0034,1,感覺統合提到「重力不安全感」，所以他不敢坐電扶梯？,感覺統合,C 臨床觀察,疑問型,NA,恍然大悟,REFRESH,解釋重力不安全感與前庭覺的關係,Medium,症狀連結,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0034,2,強迫他去嘗試，會讓他更有勇氣嗎？,感覺統合,E 居家訓練,追問型,教養方式,猶豫,STAY,警告強迫嘗試可能造成的心理創傷與防禦,High,介入禁忌說明,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0034,3,職能治療室的盪鞦韆可以解決這個問題嗎？,感覺統合,E 居家訓練,追問型,方案成效,期待,HYBRID,解釋漸進式前庭刺激的治療方式,Medium,介入策略,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0034,4,如果不處理，以後體育課怎麼辦？,感覺統合,L 後續追蹤,追問型,長遠規劃,憂慮,HYBRID,討論長期運動參與及適應體育的可能性,Medium,未來發展,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0035,1,報告說「認知彈性」不足，這在生活上怎麼觀察？,認知功能,C 臨床觀察,直述型,NA,困惑,REFRESH,定義認知彈性並列舉生活中的徵兆,Medium,行為徵兆列舉,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0035,2,他很固執、不接受變動，就是認知彈性差嗎？,認知功能,C 臨床觀察,追問型,行為比對,憂慮,STAY,確認固執行為與認知彈性的病理關聯,Medium,行為機制,domain_normalized:情緒行為與社會適應功能->認知功能;task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0035,3,要如何透過遊戲練習「變通」？,認知功能,E 居家訓練,追問型,具體遊戲,主動,HYBRID,提供「規則變變變」等遊戲建議,Low,教學策略,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0035,4,這對他以後解決數學應用題有影響嗎？,認知功能,L 後續追蹤,追問型,學業影響,思考,HYBRID,預測認知彈性對未來高階學習的影響,Medium,未來學業預測,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0036,1,粗大動作評估顯示「平衡感」落後，但他很愛跑來跑去？,粗大動作,C 臨床觀察,疑問型,NA,困惑,REFRESH,解釋「愛跑」不代表「平衡好」的差異,Medium,概念澄清,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0036,2,跑的時候常跌倒，就是平衡有問題嗎？,粗大動作,C 臨床觀察,追問型,症狀確認,擔憂,STAY,分析跑步跌倒與平衡、協調的因果關係,Low,因果分析,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0036,3,單腳站練習對他來說太難了，有退階的練習嗎？,粗大動作,E 居家訓練,追問型,難度調整,積極,HYBRID,提供平衡訓練的漸進式階段建議,Low,退階建議,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0036,4,鞋子穿矯正鞋會有幫助嗎？,粗大動作,E 居家訓練,追問型,設備諮詢,好奇,HYBRID,說明矯正鞋與足部力學對平衡的影響,Medium,輔具諮詢,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0037,1,吞嚥功能寫到「食團形成」困難，這跟牙齒發育有關嗎？,吞嚥功能,C 臨床觀察,直述型,NA,好奇,REFRESH,解釋食團形成(Bolus formation)與口腔動作的關係,Medium,生理功能說明,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0037,2,他吃飯總是含著很大一口，是不是因為不會弄成小團？,生活自理,C 臨床觀察,追問型,行為連結,領悟,STAY,分析含食行為與食團處理能力的關聯,Medium,行為分析,domain_normalized:吞嚥功能->生活自理;task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0037,3,需要看牙科還是復健科？,整體概況,L 後續追蹤,追問型,科別諮詢,困惑,HYBRID,說明牙科(結構)與復健科(功能)的分工,Low,就醫指引,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0037,4,這會影響營養吸收導致長不高嗎？,生活自理,L 後續追蹤,追問型,生理成長,焦慮,HYBRID,探討吞嚥困難對長期營養與成長的潛在影響,Medium,生理衝擊預估,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0038,1,情緒行為評估說有「分離焦慮」，去幼兒園一直哭算嗎？,情緒行為與社會適應功能,C 臨床觀察,疑問型,NA,難過,REFRESH,界定正常發展與病理性分離焦慮的界線,Medium,診斷界線,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0038,2,已經去三個月了還在哭，這算嚴重嗎？,情緒行為與社會適應功能,C 臨床觀察,追問型,嚴重度評估,焦慮,STAY,分析入園適應期的合理時間與異常徵兆,Medium,適應期評估,task_normalized:臨床觀察->C 臨床觀察,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0038,3,我們應該陪讀嗎？還是要狠下心走人？,情緒行為與社會適應功能,E 居家訓練,追問型,處置策略,矛盾,HYBRID,討論陪讀與漸進式分離的利弊策略,Medium,教養策略建議,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0038,4,心理師的「漸進式減敏」具體怎麼做？,情緒行為與社會適應功能,E 居家訓練,追問型,術語執行,期待,HYBRID,詳細說明心理介入中的漸進式分離步驟,Medium,專業方案細節,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0039,1,精細動作PR 20，這算「發展遲緩」還是「發展遲緩風險」？,精細動作,B 分數解讀,疑問型,NA,認真,REFRESH,說明PR 20在法律定義與臨床觀察上的落點,Medium,定義釐清,task_normalized:分數解讀->B 分數解讀,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0039,2,報告建議「持續追蹤」而不是「立刻治療」，為什麼？,整體概況,L 後續追蹤,追問型,策略邏輯,不解,STAY,解釋「觀察期」策略對於邊緣個案的意義,Medium,策略說明,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0039,3,這三個月在家我們可以做什麼，才不會變更嚴重？,精細動作,E 居家訓練,追問型,預防措施,主動,HYBRID,提供居家誘發精細動作的日常活動,Low,居家介入,task_normalized:治療建議->E 居家訓練,batch_R,gpt_initial_label,,,,,,,
generated_sessions,R0039,4,如果三個月後PR值掉到15以下，一定要治療嗎？,精細動作,L 後續追蹤,追問型,治療決策,焦慮,HYBRID,說明分數下滑趨勢在臨床上的警示意義,Medium,追蹤指標,task_normalized:後續追蹤->L 後續追蹤,batch_R,gpt_initial_label,,,,,,,
